PeTe batch test script
Enhanced-BAwPC.pet,	COORDINATOR invalid?,	DFS States with Monotonicity,	Not satisfiable,	0.21,	38,	37,	0, 	160, 	0,	44116
BAwCC.pet,	COORDINATOR invalid?,	DFS Bools with Monotonicity,	Satisfied,	0.2,	25,	57,	6, 	186, 	0,	44116
BAwPC.pet,	COORDINATOR invalid?,	DFS Bools with Monotonicity,	Satisfied,	0.18,	21,	49,	6, 	148, 	0,	44116
Enhanced-BAwCC.pet,	COORDINATOR invalid?,	DFS Bools with Monotonicity,	Satisfied,	0.23,	48,	57,	7, 	251, 	0,	44116
Enhanced-BAwPC.pet,	COORDINATOR invalid?,	DFS Bools with Monotonicity,	Not satisfiable,	0.22,	39,	38,	0, 	163, 	1,	44116
BAwCC.pet,	COORDINATOR invalid?,	BestFS with Hash,	Satisfied,	0.11,	116,	136,	11, 	1431, 	0,	44116
BAwPC.pet,	COORDINATOR invalid?,	BestFS with Hash,	Satisfied,	0.09,	37,	48,	5, 	364, 	0,	44116
Enhanced-BAwCC.pet,	COORDINATOR invalid?,	BestFS with Hash,	Satisfied,	0.11,	17,	32,	11, 	105, 	0,	44116
Enhanced-BAwPC.pet,	COORDINATOR invalid?,	BestFS with Hash,	Not satisfiable,	0.1,	60,	59,	0, 	238, 	0,	44116
BAwCC.pet,	COORDINATOR invalid?,	BestFS with Monotonicity,	Satisfied,	0.12,	27,	70,	11, 	270, 	14,	44116
BAwPC.pet,	COORDINATOR invalid?,	BestFS with Monotonicity,	Satisfied,	0.09,	10,	32,	5, 	91, 	6,	44116
Enhanced-BAwCC.pet,	COORDINATOR invalid?,	BestFS with Monotonicity,	Satisfied,	0.11,	16,	32,	11, 	105, 	2,	44116
Enhanced-BAwPC.pet,	COORDINATOR invalid?,	BestFS with Monotonicity,	Not satisfiable,	0.11,	39,	38,	0, 	163, 	1,	44116
BAwCC.pet,	COORDINATOR invalid?,	Ordered Largest Index Search with Monotonicity,	Satisfied,	0.2,	43,	86,	11, 	377, 	7,	44116
BAwPC.pet,	COORDINATOR invalid?,	Ordered Largest Index Search with Monotonicity,	Satisfied,	0.17,	27,	53,	8, 	219, 	5,	44116
Enhanced-BAwCC.pet,	COORDINATOR invalid?,	Ordered Largest Index Search with Monotonicity,	Satisfied,	0.23,	26,	40,	11, 	157, 	1,	44116
Enhanced-BAwPC.pet,	COORDINATOR invalid?,	Ordered Largest Index Search with Monotonicity,	Not satisfiable,	0.2,	39,	38,	0, 	163, 	1,	44116
BAwCC.pet,	COORDINATOR invalid?,	Ordered BFS with Monotonicity,	Satisfied,	0.21,	36,	66,	5, 	185, 	5,	44116
BAwPC.pet,	COORDINATOR invalid?,	Ordered BFS with Monotonicity,	Satisfied,	0.17,	24,	45,	5, 	115, 	4,	44116
Enhanced-BAwCC.pet,	COORDINATOR invalid?,	Ordered BFS with Monotonicity,	Satisfied,	0.23,	60,	74,	7, 	299, 	10,	44116
Enhanced-BAwPC.pet,	COORDINATOR invalid?,	Ordered BFS with Monotonicity,	Not satisfiable,	0.2,	39,	42,	0, 	163, 	1,	44116
BAwCC.pet,	COORDINATOR invalid?,	Ordered DFS with Monotonicity,	Satisfied,	0.22,	35,	68,	6, 	351, 	9,	44116
BAwPC.pet,	COORDINATOR invalid?,	Ordered DFS with Monotonicity,	Satisfied,	0.17,	5,	18,	9, 	77, 	0,	44116
