PeTe batch test script
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44104
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44104
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	43976
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.13,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
BAwCC.pet,	Too Many Tokens?,	Random DFS with Hash,	Not satisfiable,	0.14,	1142,	1141,	0, 	12637, 	0,	44108
